Id,OrgId,IncidentId,AlertId,Timestamp,DetectorId,AlertTitle,Category,MitreTechniques,IncidentGrade,ActionGrouped,ActionGranular,EntityType,EvidenceRole,DeviceId,Sha256,IpAddress,Url,AccountSid,AccountUpn,AccountObjectId,AccountName,DeviceName,NetworkMessageId,EmailClusterId,RegistryKey,RegistryValueName,RegistryValueData,ApplicationId,ApplicationName,OAuthApplicationId,ThreatFamily,FileName,FolderPath,ResourceIdName,ResourceType,Roles,OSFamily,OSVersion,AntispamDirection,SuspicionLevel,LastVerdict,CountryCode,State,City,Usage
1.58055E+12,657,29101,426295,2024-06-04T18:29:59.000Z,85,63,Discovery,T1007;T1016;T1018;T1049;T1087;T1135;T1574.007,BenignPositive,,,Machine,Impacted,1392,138268,360606,160396,441377,673934,425863,453297,3098,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,0,0,,Suspicious,Suspicious,242,1445,10630,Public
3.17828E+11,7,167,1677,2024-05-31T20:39:10.000Z,22,10,Impact,,FalsePositive,,,Ip,Related,98799,138268,11195,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1.2799E+12,85,1169,432696,2024-06-05T03:13:15.000Z,69,47159,Exfiltration,,BenignPositive,,,Ip,Related,98799,138268,2534,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1.33144E+12,410,13288,49445,2024-06-10T20:45:53.000Z,283,18086,Exfiltration,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,63100,82738,59796,62921,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
5.23986E+11,24,463236,1372934,2024-06-05T22:06:02.000Z,5,50,SuspiciousActivity,,TruePositive,,,Ip,Related,98799,138268,115156,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,Contextual,5,66,,,,242,1445,10630,Public
1.29708E+12,1236,14476,605844,2024-06-04T13:31:58.000Z,3,8735,UnwantedSoftware,,TruePositive,,,Ip,Related,98799,138268,115086,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
4.81036E+11,5,188,938345,2024-06-04T18:02:31.000Z,19,15,InitialAccess,,TruePositive,,,CloudLogonSession,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
6.52835E+11,207,285430,275320,2024-06-06T23:47:03.000Z,2,2,CommandAndControl,,BenignPositive,,,Url,Related,98799,138268,360606,100465,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
94489282879,52,1319,5769,2024-06-08T02:05:41.000Z,287,237,DefenseEvasion,,BenignPositive,,,Machine,Impacted,10761,138268,360606,160396,441377,673934,425863,453297,17331,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
4.98216E+11,16,160364,290115,2024-06-07T14:04:48.000Z,24,6868,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,154962,425863,453297,153085,499675,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1.03079E+11,52,2297,116,2024-06-02T13:12:54.000Z,99,662,CommandAndControl,T1568;T1008,BenignPositive,,,Ip,Related,98799,138268,190154,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1.35721E+12,29,19625,20347,2024-06-05T02:34:38.000Z,101,78,CredentialAccess,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,441377,673934,425863,33546,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
77309412538,16,74965,64059,2024-06-14T11:53:16.000Z,24,200,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,138268,360606,160396,441377,538552,425863,453297,153085,475781,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
3.17828E+11,323,28381,1556232,2024-06-06T12:02:01.000Z,5,2602,SuspiciousActivity,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,14184,23770,14604,15549,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
7.04375E+11,500,44328,769950,2024-06-11T22:22:38.000Z,2,2,CommandAndControl,,BenignPositive,,,Process,Related,98799,1,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,1,1,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
5.92705E+11,72,153,897444,2024-06-05T14:14:15.000Z,4,3,InitialAccess,,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1.59773E+12,29,19619,13196,2024-06-02T19:27:25.000Z,101,78,CredentialAccess,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,441377,673934,425863,23535,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
6.78605E+11,20,583,879,2024-06-03T19:16:06.000Z,49,35,CommandAndControl,T1046;T1030;T1071;T1071.001,FalsePositive,,,Ip,Related,98799,138268,146038,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
5.41166E+11,31,677,16529,2024-06-04T14:14:07.000Z,45,1224,Exfiltration,,BenignPositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,359,296,3586,,,5,66,,,,242,1445,10630,Public
2.06158E+11,1012,30843,1437398,2024-06-04T09:31:51.000Z,31,5700,Malware,,TruePositive,,,File,Related,98799,22520,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,Tiggre,29828,100426,3586,,,5,66,,Suspicious,Malicious,242,1445,10630,Public
1.63209E+12,1742,133349,575068,2024-06-09T23:58:26.000Z,5,49,SuspiciousActivity,,FalsePositive,,,CloudApplication,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,0,0,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1.40016E+12,205,15974,148173,2024-06-08T23:10:47.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,MailCluster,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630,Public
1.17682E+12,366,65166,679587,2024-06-04T16:34:46.000Z,73,54,InitialAccess,T1078;T1078.004,BenignPositive,,,Ip,Related,98799,138268,212457,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,Attacker,5,66,,,,6,1445,10630,Public
1.32285E+12,63,148,1022561,2024-06-12T18:24:17.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,User,Impacted,98799,138268,360606,160396,1070,1547,1074,1138,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1.59773E+12,1,273,102745,2024-06-11T10:09:54.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,114,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,0,3,20,Private
1.17682E+12,67,2948,22553,2024-06-14T17:35:40.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,Url,Related,98799,138268,360606,11485,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630,Private
1.71799E+11,42,391,601147,2024-06-03T16:30:04.000Z,31,554,Malware,,BenignPositive,,,Machine,Impacted,4,138268,360606,160396,441377,673934,425863,453297,4,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,0,0,,Suspicious,Suspicious,242,1445,10630,Public
1.41734E+12,620,4868,373610,2024-06-11T21:23:19.000Z,4,3,InitialAccess,,FalsePositive,,,Ip,Related,98799,138268,81259,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,0,1445,10630,Public
1.1081E+12,661,14858,11097,2024-06-05T05:31:54.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,Url,Related,98799,138268,360606,5680,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,NoThreatsFound,242,1445,10630,Public
1.14246E+12,272,61855,138090,2024-06-05T22:02:50.000Z,35,23,InitialAccess,T1566,TruePositive,,,User,Impacted,98799,138268,360606,160396,7805,5591,7903,7951,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1.2799E+12,0,651,173926,2024-06-04T11:15:51.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,User,Impacted,98799,138268,360606,160396,1982,2651,1975,2097,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1.00502E+12,1,237,331384,2024-06-03T14:24:20.000Z,19,15,InitialAccess,,TruePositive,,,User,Impacted,98799,138268,360606,160396,3193,4222,3173,3330,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1.03938E+12,90,205,883099,2024-06-03T20:17:12.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonSession,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
3.60777E+11,0,170,996728,2024-06-04T18:52:36.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,User,Impacted,98799,138268,360606,160396,9384,14357,9410,10095,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
9.79253E+11,1,184,548226,2024-06-08T11:23:52.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
6.87195E+11,151,17458,12637,2024-06-05T08:13:36.000Z,113,91,InitialAccess,,BenignPositive,,,Ip,Related,98799,138268,16238,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
60129545821,3,298382,760835,2024-06-04T15:34:21.000Z,2,2,CommandAndControl,,BenignPositive,,,Process,Related,98799,3,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,1,1,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
51539610265,40,4254,5365,2024-06-11T17:35:49.000Z,13,11,InitialAccess,T1566,BenignPositive,,,Mailbox,Impacted,98799,138268,360606,160396,45353,25474,43259,46384,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1.69222E+12,199,209,248157,2024-06-13T19:25:29.000Z,2,2,CommandAndControl,,TruePositive,,,Url,Related,98799,138268,360606,1401,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
2.40518E+11,56,382777,1098407,2024-06-12T11:36:27.000Z,2,2,CommandAndControl,,BenignPositive,,,Process,Related,98799,998,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,21,21,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
1.65786E+12,98,905,418572,2024-06-11T08:30:03.000Z,168,136,Execution,T1059.001;T1059.005;T1059.007,FalsePositive,,,File,Related,98799,576,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,635,12018,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
8589937886,909,155276,980836,2024-06-09T06:33:01.000Z,4,3,InitialAccess,,FalsePositive,,,Ip,Related,98799,138268,42007,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,10,7,4,Public
1.50324E+12,922,51607,95089,2024-06-06T16:59:39.000Z,6,5,InitialAccess,T1566,BenignPositive,,,Mailbox,Impacted,98799,138268,360606,160396,49178,40280,49906,54111,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
77309415385,10,94470,228119,2024-06-08T16:49:42.000Z,373,384,Impact,,TruePositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,739,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
3.09238E+11,367,413,1222811,2024-06-06T19:11:09.000Z,7,6,InitialAccess,,TruePositive,,,User,Impacted,98799,138268,360606,160396,7583,11274,7654,8238,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
8.07454E+11,245,36,715926,2024-06-03T20:55:36.000Z,3,4,SuspiciousActivity,,TruePositive,,,User,Impacted,98799,138268,360606,160396,48382,48640,34865,52814,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630,Public
7.55914E+11,1188,12030,81927,2024-06-03T07:44:21.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,Url,Related,98799,138268,360606,31871,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,NoThreatsFound,242,1445,10630,Public
2.66288E+11,36,2406,19360,2024-06-17T01:39:09.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,MailMessage,Related,98799,138268,360606,160396,441377,46315,425863,453297,153085,48457,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,Inbound,,Malicious,242,1445,10630,Public
1.56337E+12,2,8794,2695,2024-06-05T23:02:53.000Z,18,14,Exfiltration,,BenignPositive,,,File,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,136117,57315,3586,,,5,66,,,,242,1445,10630,Public
5.66936E+11,0,222,525975,2024-06-03T03:41:11.000Z,7,6,InitialAccess,,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1.09092E+12,704,101511,156772,2024-06-09T00:55:04.000Z,1,1,InitialAccess,T1566.002,TruePositive,,,Mailbox,Impacted,98799,138268,360606,160396,20204,16475,21218,16588,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630,Private
3.00648E+11,1207,4241,1037,2024-06-04T03:22:43.000Z,11,9,InitialAccess,T1566,TruePositive,,,MailMessage,Related,98799,138268,360606,160396,441377,179137,425863,453297,153085,216748,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1.54619E+12,181,7092,14962,2024-06-12T01:52:24.000Z,28,19,InitialAccess,T1566,BenignPositive,,,Mailbox,Impacted,98799,138268,360606,160396,5157,2579,5162,5527,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
6.35655E+11,89,28,1198817,2024-06-14T05:14:08.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,Ip,Related,98799,138268,19413,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,0,34,238,Public
1.11669E+11,0,101,543910,2024-06-12T23:03:38.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
5.66936E+11,22,366,324227,2024-06-11T10:51:44.000Z,0,0,InitialAccess,T1078;T1078.004,TruePositive,,,User,Impacted,98799,138268,360606,160396,27,40,25,30,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1.20259E+12,12,145563,151334,2024-06-04T04:04:20.000Z,74,55,CommandAndControl,T1071;T1048,BenignPositive,,,Ip,Related,98799,138268,20,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
3.17828E+11,29,66259,71684,2024-06-04T20:21:25.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,Url,Related,98799,138268,360606,10256,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,Malicious,242,1445,10630,Private
1.59773E+12,0,308,321887,2024-06-04T10:38:17.000Z,7,6,InitialAccess,,TruePositive,,,CloudLogonRequest,Related,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1.2799E+12,85,1169,111554,2024-06-04T23:59:51.000Z,69,29276,Exfiltration,,BenignPositive,,,File,Impacted,98799,26104,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,38809,7921,3586,,,5,66,,,,242,1445,10630,Public
5.58346E+11,1329,60022,337468,2024-06-04T15:12:43.000Z,5,371,SuspiciousActivity,,FalsePositive,,,User,Impacted,98799,138268,360606,160396,201632,316730,182571,26816,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1.31426E+12,84,5608,71064,2024-06-05T06:44:16.000Z,68,413,Exfiltration,,TruePositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,889,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
5.75526E+11,52,6620,4422,2024-06-14T19:51:38.000Z,287,237,DefenseEvasion,,BenignPositive,,,User,Impacted,98799,138268,360606,160396,114427,193225,111457,112311,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
1.32285E+12,327,16816,243400,2024-06-04T20:06:50.000Z,1,1,InitialAccess,T1566.002,BenignPositive,,,Url,Related,98799,138268,360606,48031,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,NoThreatsFound,242,1445,10630,Public
1.21977E+12,0,235,174770,2024-06-04T11:55:36.000Z,7,6,InitialAccess,,TruePositive,,,User,Impacted,98799,138268,360606,160396,4512,6277,4509,4830,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
6.09885E+11,33,9551,6559,2024-06-16T04:16:48.000Z,38,25,Impact,,BenignPositive,,,Ip,Related,98799,138268,393,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
4.38087E+11,4,270,402,2024-05-23T04:50:28.000Z,8,7,InitialAccess,T1133,BenignPositive,,,Machine,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,335,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1.20259E+11,28,180416,239550,2024-06-10T08:49:09.000Z,1,1,InitialAccess,T1566.002,FalsePositive,,,User,Impacted,98799,138268,360606,160396,65776,63550,67074,74700,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
2.40518E+11,33,25515,23421,2024-06-01T00:16:46.000Z,131,113,Impact,,BenignPositive,,,Url,Related,98799,138268,360606,512,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
2.31928E+11,93,10,0,2024-06-11T22:02:45.000Z,27,18,Discovery,T1087;T1087.002,FalsePositive,,,User,Impacted,98799,138268,360606,160396,277810,388353,230385,259258,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,Suspicious,5,66,,,,242,1445,10630,Public
5.75526E+11,24,34728,591649,2024-06-14T04:04:25.000Z,5,21,SuspiciousActivity,,TruePositive,,,CloudApplication,Impacted,98799,138268,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,0,0,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Private
1.34003E+12,5,74,1012248,2024-06-07T14:19:20.000Z,4,3,InitialAccess,,TruePositive,,,Ip,Related,98799,138268,107062,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,2,1445,10630,Public
9.87842E+11,272,92648,661167,2024-06-05T10:21:59.000Z,11,9,InitialAccess,T1566,TruePositive,,,MailMessage,Related,98799,138268,360606,160396,441377,262371,425863,453297,153085,449093,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630,Public
